Date,City,Lon,Lat,Station,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2022-03-03,桃園市,121.047486,25.006744,467050,10,1016.3,1018.8,21.9,17.5,76,3.9,40,6.4,50,0.0,0.0,0.9,1.92,...,3,...
2022-03-03,桃園市,121.047486,25.006744,467050,11,1015.5,1018.0,24.1,17.4,66,2.5,90,6.7,40,0.0,0.0,0.8,2.42,12.0,5,5.0
2022-03-03,桃園市,121.047486,25.006744,467050,12,1014.4,1016.9,24.9,17.6,64,1.6,120,5.4,100,0.0,0.0,0.2,1.77,...,5,...
2022-03-03,桃園市,121.047486,25.006744,467050,13,1013.1,1015.6,25.0,18.5,67,2.0,310,3.8,160,0.0,0.0,0.5,2.37,...,6,...
2022-03-03,桃園市,121.047486,25.006744,467050,14,1012.2,1014.7,22.4,18.2,77,3.3,350,8.6,280,0.0,0.0,0.7,1.76,12.0,6,0.0
2022-03-03,桃園市,121.047486,25.006744,467050,15,1011.9,1014.4,22.7,17.6,73,4.1,30,6.8,40,0.0,0.0,1.0,2.17,...,4,...
2022-03-03,桃園市,121.047486,25.006744,467050,16,1011.7,1014.2,21.6,18.0,80,2.9,350,6.8,40,0.0,0.0,1.0,1.49,...,2,...
2022-03-03,桃園市,121.047486,25.006744,467050,17,1011.9,1014.4,19.6,17.7,89,2.6,10,5.8,20,0.0,0.0,0.6,0.71,12.0,1,9.0
2022-03-03,桃園市,121.047486,25.006744,467050,18,1011.8,1014.4,18.8,17.6,93,2.0,30,5.5,20,0.0,0.0,0.0,0.11,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,19,1012.0,1014.6,18.8,17.8,94,0.6,110,3.4,60,0.0,0.0,0.0,0.0,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,20,1012.3,1014.9,19.3,18.3,94,1.3,260,2.0,280,0.0,0.0,...,0.0,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,21,1012.6,1015.2,18.2,17.6,96,1.3,270,2.9,280,0.0,0.0,...,0.0,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,22,1012.9,1015.5,18.3,17.8,97,1.0,210,1.9,280,0.0,0.0,...,0.0,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,23,1013.0,1015.6,18.3,17.7,96,1.7,210,2.6,220,0.0,0.0,...,0.0,...,0,...
2022-03-03,桃園市,121.047486,25.006744,467050,24,1012.8,1015.4,18.4,17.9,97,1.5,230,2.6,240,0.0,0.0,...,0.0,...,0,...
